,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,BMI,Player_Type,Position_Type,Position,Player Name,Round_One
809,2012,23.0,Penn St.,1.9558,124.2843094,4.74,83.82,,294.64,7.15,4.25,32.49132481,defense,defensive_lineman,DE,Jack Crawford,0
810,2012,23.0,San Diego St.,1.8796,111.583723,4.67,95.25,31.0,307.34,,,31.58420683,defense,line_backer,OLB,Miles Burris,0
811,2012,21.0,Georgia,1.7526,82.55381134,4.44,,,,,,26.87642586,defense,defensive_back,CB,Brandon Boykin,0
812,2012,21.0,Mississippi St.,1.9304,135.1705263,4.77,66.04,30.0,261.62,7.07,4.53,36.27332665,defense,defensive_lineman,DT,Fletcher Cox,1
813,2012,23.0,Arizona,1.9558,110.2229459,5.14,77.47,,284.48,,,28.81529901,offense,backs_receivers,QB,Nick Foles,0
814,2012,23.0,Marshall,1.905,120.6555704,4.87,81.28,,279.4,6.9,4.4,33.24737923,defense,defensive_lineman,DE,Vinny Curry,0
815,2012,23.0,Miami (FL),1.905,145.1495584,5.14,63.5,28.0,256.54,8.22,4.87,39.9968472,offense,offensive_lineman,OG,Brandon Washington,0
816,2012,22.0,Iowa,1.905,97.97595192,4.48,93.98,,309.88,7.15,4.07,26.99787186,offense,backs_receivers,WR,Marvin McNutt,0
817,2012,21.0,California,1.8034,108.4085764,4.44,100.33,24.0,322.58,,4.19,33.33339209,defense,line_backer,ILB,Mychal Kendricks,0
818,2012,21.0,Ohio St.,2.0066,146.5103355,5.28,72.39,19.0,254.0,7.94,4.95,36.3870332,offense,offensive_lineman,OT,Mike Adams,0
819,2012,23.0,Oregon,1.905,111.583723,4.79,81.28,21.0,279.4,7.18,4.4,30.74757628,offense,backs_receivers,TE,David Paulson,0
820,2012,22.0,Stanford,1.9558,143.3351889,5.32,74.93,34.0,248.92,7.3,4.56,37.47174687,offense,offensive_lineman,OG,David DeCastro,1
821,2012,24.0,Florida,1.7272,81.6466266,4.36,92.71,16.0,304.8,6.5,3.93,27.36862551,offense,backs_receivers,RB,Chris Rainey,0
822,2012,21.0,Washington,1.8796,157.8501448,5.3,66.04,35.0,261.62,,,44.68009747,defense,defensive_lineman,DT,Alameda Ta'amu,0
823,2012,22.0,SMU,1.905,137.4384881,5.38,72.39,19.0,256.54,7.79,4.8,37.87201469,offense,offensive_lineman,OG,Kelvin Beachum,0
824,2012,21.0,Miami (FL),1.8034,104.7798375,4.66,85.09,12.0,302.26,7.46,4.28,32.21763001,defense,line_backer,OLB,Sean Spence,0
825,2012,22.0,Texas A&M,1.778,84.82177319,4.44,88.9,16.0,307.34,6.59,4.03,26.8314309,defense,defensive_back,CB,Terrence Frederick,0
826,2012,21.0,Wake Forest,1.905,140.1600423,5.02,,26.0,,,,38.62195558,offense,offensive_lineman,OG,Joe Looney,0
827,2012,22.0,Oregon,1.7272,87.99691978,4.35,88.9,15.0,312.42,6.88,4.12,29.49729638,offense,backs_receivers,RB,LaMichael James,0
828,2012,22.0,Illinois,1.8288,86.1825503,4.37,97.79,12.0,314.96,,,25.76836808,offense,backs_receivers,WR,A.J. Jenkins,1
829,2012,21.0,Virginia,1.905,121.5627552,4.75,88.9,,266.7,7.2,4.38,33.49735953,defense,defensive_lineman,DE,Cam Johnson,0
830,2012,22.0,Notre Dame,1.8796,111.1301307,4.71,85.09,27.0,289.56,7.03,4.28,31.45581574,defense,line_backer,OLB,Darius Fleming,0
831,2012,23.0,Wisconsin,1.8034,92.53284348,4.53,86.36,,299.72,6.97,4.09,28.451933,offense,backs_receivers,QB,Russell Wilson,0
832,2012,22.0,North Carolina St.,1.9558,135.1705263,4.97,91.44,21.0,287.02,7.4,4.41,35.33728027,defense,defensive_lineman,DT,J.R. Sweezy,0
833,2012,24.0,West Virginia,1.905,111.1301307,4.41,85.09,23.0,312.42,6.7,4.03,30.62258614,defense,line_backer,OLB,Bruce Irvin,1
834,2012,21.0,Kentucky,1.8542,98.88313666,4.62,,,,,,28.76133766,defense,defensive_back,SS,Winston Guy,0
835,2012,23.0,Florida,1.905,136.5313034,4.78,69.85,24.0,269.24,7.32,4.47,37.6220344,defense,defensive_lineman,DT,Jaye Howard,0
836,2012,22.0,Utah St.,1.778,100.6975061,4.42,91.44,28.0,309.88,7.16,4.31,31.85335647,offense,backs_receivers,RB,Robert Turbin,0
837,2012,22.0,West Virginia,1.8288,110.6765383,4.55,90.17,,297.18,,,33.09200954,defense,line_backer,ILB,Najee Goode,0
838,2012,22.0,Nebraska,1.8542,105.6870222,4.57,92.71,19.0,302.26,7.28,4.22,30.74032878,defense,line_backer,OLB,Lavonte David,0
839,2012,23.0,Boise St.,1.7526,101.1510985,4.46,91.44,28.0,304.8,6.79,4.16,32.93100531,offense,backs_receivers,RB,Doug Martin,1
840,2012,22.0,Alabama,1.8542,96.61517481,4.54,,,,,,28.10167395,defense,defensive_back,SS,Mark Barron,1
841,2012,23.0,Northwestern,1.8796,109.3157612,4.63,90.17,21.0,297.18,6.73,4.03,30.94225141,offense,backs_receivers,FB,Drake Dunsmore,0
842,2012,22.0,North Carolina,1.8542,110.6765383,4.44,85.09,,294.64,,,32.19158894,defense,line_backer,OLB,Zach Brown,0
843,2012,23.0,Rice,1.905,118.8412009,4.88,88.9,34.0,314.96,7.17,4.25,32.74741864,defense,defensive_lineman,DE,Scott Solomon,0
844,2012,22.0,Baylor,1.778,88.90410452,4.49,97.79,,307.34,6.93,4.18,28.12278319,offense,backs_receivers,WR,Kendall Wright,1
845,2012,21.0,Oklahoma St.,1.8542,93.89362059,4.47,,19.0,,,,27.3100775,defense,defensive_back,FS,Markelle Martin,0
846,2012,23.0,Clemson,1.8034,85.72895793,4.33,93.98,15.0,309.88,6.6,4.06,26.3598791,defense,defensive_back,CB,Coty Sensabaugh,0
847,2012,21.0,Michigan,1.8542,138.7992652,4.8,85.09,36.0,287.02,7.19,4.25,40.37141891,defense,defensive_lineman,DT,Mike Martin,0
848,2012,22.0,Texas,1.905,109.7693535,4.72,90.17,27.0,304.8,,,30.24761569,defense,line_backer,ILB,Keenan Robinson,0
849,2012,23.0,Michigan St.,1.905,97.06876718,4.84,72.39,,276.86,7.05,4.5,26.74789156,offense,backs_receivers,QB,Kirk Cousins,0
850,2012,22.0,South Dakota,1.9558,142.4280042,5.01,76.2,20.0,274.32,7.59,4.6,37.23458391,offense,offensive_lineman,OT,Tom Compton,0
851,2012,22.0,SMU,1.905,141.5208194,5.31,66.04,29.0,243.84,7.64,4.65,38.99692602,offense,offensive_lineman,OG,Josh LeRibeus,0
852,2012,23.0,Florida Atlantic,1.778,99.33672903,4.63,90.17,16.0,297.18,7.01,4.19,31.4229057,offense,backs_receivers,RB,Alfred Morris,0
853,2012,22.0,Baylor,1.8796,101.1510985,4.33,99.06,,304.8,,,28.63121188,offense,backs_receivers,QB,Robert Griffin,1
854,2012,23.0,Iowa,1.8796,132.9025644,4.9,80.01,,284.48,7.99,4.65,37.61858781,offense,offensive_lineman,OG,Adam Gettis,0
855,2013,20.0,LSU,1.7526,84.36818082,4.5,86.36,4.0,297.18,6.87,4.14,27.46711653,defense,defensive_back,CB,Tyrann Mathieu,0
856,2013,22.0,Texas A&M,1.8288,92.98643585,4.34,93.98,16.0,317.5,6.76,4.25,27.80271293,offense,backs_receivers,WR,Ryan Swope,0
857,2013,22.0,LSU,1.8288,111.583723,4.81,83.82,25.0,302.26,,,33.36325552,defense,line_backer,ILB,Kevin Minter,0
858,2013,21.0,Stanford,1.7526,97.06876718,4.76,76.2,17.0,279.4,7.13,4.5,31.60195128,offense,backs_receivers,RB,Stepfan Taylor,0
859,2013,23.0,Rutgers,1.9812,115.6660544,4.97,,3.0,,,,29.46790645,offense,backs_receivers,TE,D.C. Jefferson,0
860,2013,23.0,North Carolina,1.8796,141.0672271,5.07,68.58,35.0,274.32,7.78,4.84,39.92962733,offense,offensive_lineman,OG,Jonathan Cooper,1
861,2013,22.0,James Madison,1.905,136.077711,5.06,76.2,24.0,271.78,7.77,5.0,37.49704425,offense,offensive_lineman,OG,Earl Watford,0
862,2013,22.0,Texas,1.9304,119.7483857,4.78,,21.0,,,,32.13475918,defense,defensive_lineman,DE,Alex Okafor,0
863,2013,24.0,Clemson,1.7526,90.26488163,4.61,86.36,,309.88,,,29.38686124,offense,backs_receivers,RB,Andre Ellington,0
864,2013,22.0,Washington,1.8288,86.1825503,4.38,95.25,16.0,317.5,,3.85,25.76836808,defense,defensive_back,CB,Desmond Trufant,1
865,2013,22.0,TCU,1.8796,116.1196467,4.78,,30.0,,,,32.86811768,defense,defensive_lineman,DE,Stansly Maponga,0
866,2013,21.0,Stanford,2.032,117.9340162,4.86,78.74,17.0,287.02,7.09,4.57,28.56220167,offense,backs_receivers,TE,Levine Toilolo,0
867,2013,23.0,Clemson,1.9304,125.1914941,4.87,80.01,26.0,289.56,,,33.59543005,defense,defensive_lineman,DE,Malliciah Goodman,0
868,2013,22.0,Duke,1.905,99.33672903,4.76,,,,,,27.3728423,offense,backs_receivers,QB,Sean Renfree,0
869,2013,24.0,SE Louisiana,1.778,85.27536556,4.39,101.6,17.0,335.28,6.89,4.23,26.97491448,defense,defensive_back,CB,Robert Alford,0
870,2013,22.0,Notre Dame,1.8796,96.61517481,4.75,90.17,11.0,320.04,6.75,4.16,27.34730103,defense,defensive_back,SS,Zeke Motta,0
871,2013,19.0,Kansas St.,1.8288,109.3157612,4.62,,,294.64,,,32.68514057,defense,line_backer,OLB,Arthur Brown,0
872,2013,23.0,Notre Dame,1.9304,135.1705263,4.95,,,,,,36.27332665,defense,defensive_lineman,DT,Kapron Lewis-Moore,0
873,2013,21.0,Florida,1.778,94.34721296,4.43,90.17,17.0,299.72,,,29.84458624,defense,defensive_back,SS,Matt Elam,1
874,2013,23.0,Wisconsin,1.9812,139.70645,5.17,80.01,20.0,256.54,7.94,4.91,35.59260857,offense,offensive_lineman,OT,Ricky Wagner,0
875,2013,23.0,California,1.8034,88.90410452,4.63,88.9,12.0,299.72,6.74,4.07,27.33617092,defense,defensive_back,CB,Marc Anthony,0
876,2013,22.0,Ohio St.,1.8542,116.5732391,4.62,,,,,,33.90671458,defense,line_backer,OLB,John Simon,0
877,2013,24.0,Missouri Southern,1.8542,151.953444,5.37,74.93,38.0,259.08,8.09,4.91,44.19746842,defense,defensive_lineman,DT,Brandon Williams,0
878,2013,23.0,Elon,1.8796,98.42954429,4.54,85.09,9.0,312.42,7.11,4.41,27.86086537,offense,backs_receivers,WR,Aaron Mellette,0
879,2013,22.0,Florida St.,1.8796,87.54332741,4.74,85.09,,294.64,,,24.77947934,special_teams,kicking_specialist,K,Dustin Hopkins,0
880,2013,20.0,USC,1.8288,91.17206637,4.51,85.09,14.0,297.18,7.15,4.47,27.26022097,offense,backs_receivers,WR,Robert Woods,0
881,2013,22.0,Nevada,1.8034,92.07925111,4.48,95.25,13.0,320.04,,4.0,28.31246274,defense,defensive_back,SS,Duke Williams,0
882,2013,22.0,Florida St.,1.9558,107.5013917,4.65,86.36,,299.72,7.08,4.21,28.10381015,offense,backs_receivers,QB,E.J. Manuel,1
883,2013,22.0,Texas,1.7526,83.00740371,4.27,,13.0,335.28,,,27.02409852,offense,backs_receivers,WR,Marquise Goodwin,0
884,2013,22.0,Arkansas,1.905,110.6765383,4.5,95.25,18.0,317.5,7.08,4.51,30.49759599,offense,backs_receivers,TE,Chris Gragg,0
885,2013,22.0,Oregon,1.905,107.9549841,4.74,,,,,,29.7476551,defense,line_backer,ILB,Kiko Alonso,0
886,2013,24.0,Purdue,1.905,135.6241186,5.08,,,,,,37.3720541,defense,defensive_lineman,DT,Kawann Short,0
887,2013,23.0,Utah,1.8796,141.0672271,5.14,,,,,,39.92962733,defense,defensive_lineman,DT,Star Lotulelei,1
888,2013,22.0,Oregon,1.7526,88.90410452,4.52,90.17,20.0,309.88,6.87,4.2,28.94384323,offense,backs_receivers,RB,Kenjon Barner,0
889,2013,21.0,Iowa St.,1.8542,113.3980925,4.66,,20.0,287.02,,,32.98318538,defense,line_backer,ILB,A.J. Klein,0
890,2013,22.0,Valdosta St.,1.9304,143.7887813,5.13,57.15,23.0,266.7,7.72,4.65,38.58605553,offense,offensive_lineman,OG,Edmund Kugbila,0
891,2013,22.0,Louisiana Tech,1.9558,143.3351889,5.37,72.39,20.0,256.54,8.1,4.88,37.47174687,offense,offensive_lineman,OT,Jordan Mills,0
892,2013,24.0,Rutgers,1.8542,109.3157612,4.71,76.2,17.0,294.64,7.58,4.2,31.79579071,defense,line_backer,OLB,Khaseem Greene,0
893,2013,21.0,Florida,1.8542,111.1301307,4.59,82.55,22.0,299.72,6.99,4.24,32.32352168,defense,line_backer,OLB,Jon Bostic,0
894,2013,20.0,Washington St.,1.905,87.99691978,4.51,87.63,7.0,309.88,6.65,4.33,24.24808861,offense,backs_receivers,WR,Marquess Wilson,0
895,2013,24.0,Oregon,1.9812,141.9744118,4.91,71.12,,271.78,7.83,4.63,36.17041066,offense,offensive_lineman,OG,Kyle Long,1
896,2013,23.0,Georgia,1.9304,120.2019781,4.55,99.06,36.0,325.12,,,32.25648175,defense,defensive_lineman,DE,Cornelius Washington,0
897,2013,22.0,Kansas,1.9558,135.1705263,5.07,72.39,,284.48,7.52,4.51,35.33728027,offense,offensive_lineman,OT,Tanner Hawkinson,0
898,2013,22.0,South Carolina,1.9304,140.6136347,5.33,64.77,32.0,243.84,7.83,4.74,37.73399752,offense,offensive_lineman,C,T.J. Johnson,0
899,2013,21.0,North Carolina,1.7272,91.62565874,4.53,85.09,19.0,309.88,6.91,4.12,30.71367973,offense,backs_receivers,RB,Giovani Bernard,0
900,2013,22.0,Texas A&M,1.8542,103.8726527,4.75,88.9,22.0,302.26,,,30.21259781,defense,line_backer,OLB,Sean Porter,0
901,2013,22.0,Ohio St.,2.032,139.70645,5.14,76.2,33.0,287.02,7.62,4.68,33.83522352,offense,offensive_lineman,OT,Reid Fragel,0
902,2013,22.0,Notre Dame,1.9558,113.3980925,4.68,90.17,22.0,302.26,6.92,4.32,29.64536936,offense,backs_receivers,TE,Tyler Eifert,1
903,2013,21.0,Georgia,1.8288,96.61517481,4.46,91.44,25.0,304.8,7.01,4.25,28.88769685,defense,defensive_back,SS,Shawn Williams,0
904,2013,22.0,Arkansas,1.8796,96.16158244,4.56,74.93,11.0,271.78,,4.31,27.21890995,offense,backs_receivers,WR,Cobi Hamilton,0
905,2013,22.0,Nebraska,1.778,97.06876718,4.73,99.06,21.0,317.5,6.85,4.09,30.70548776,offense,backs_receivers,RB,Rex Burkhead,0
906,2013,25.0,SMU,2.032,125.6450865,4.62,87.63,38.0,307.34,7.07,4.51,30.42973024,defense,defensive_lineman,DE,Margus Hunt,0
907,2013,23.0,Notre Dame,1.8288,88.45051215,4.57,,,,,,26.44648303,defense,defensive_back,SS,Jamoris Slaughter,0
908,2013,22.0,San Diego St.,1.778,87.54332741,4.54,87.63,10.0,302.26,6.81,4.27,27.69233242,defense,defensive_back,CB,Leon McFadden,0
909,2013,22.0,LSU,1.9304,109.3157612,4.58,93.98,,325.12,6.84,4.39,29.33514001,defense,line_backer,OLB,Barkevious Mingo,1
910,2013,22.0,Chadron St.,1.9812,144.2423737,5.29,76.2,28.0,274.32,7.65,4.75,36.74821274,offense,offensive_lineman,OT,Garrett Gilkey,0
911,2013,22.0,East Central (OK),1.9304,119.2947933,4.86,80.01,,299.72,7.32,5.0,32.01303661,defense,defensive_lineman,DE,Armonty Bryant,0
912,2013,22.0,Georgia Southern,1.8288,96.61517481,4.57,88.9,17.0,314.96,7.02,4.09,28.88769685,defense,defensive_back,SS,J.J. Wilcox,0
913,2013,22.0,South Carolina,1.8542,110.2229459,4.76,83.82,15.0,287.02,7.3,4.26,32.05965619,defense,line_backer,OLB,DeVonte Holloman,0
914,2013,23.0,Baylor,1.8796,94.34721296,4.52,82.55,11.0,302.26,7.01,4.32,26.70534561,offense,backs_receivers,WR,Terrance Williams,0
915,2013,21.0,Oklahoma St.,1.8288,92.53284348,4.63,88.9,,312.42,,,27.66708994,offense,backs_receivers,RB,Joseph Randle,0
916,2013,22.0,San Diego St.,1.9812,115.212462,4.84,81.28,,289.56,7.07,4.31,29.35234603,offense,backs_receivers,TE,Gavin Escobar,0
917,2013,21.0,Wisconsin,1.9304,141.5208194,5.58,72.39,21.0,246.38,7.81,4.76,37.97744267,offense,offensive_lineman,C,Travis Frederick,1
918,2013,22.0,William & Mary,1.778,83.46099608,4.51,102.87,14.0,335.28,6.82,3.84,26.40098013,defense,defensive_back,CB,B.W. Webb,0
919,2013,22.0,South Florida,1.778,88.45051215,4.41,88.9,14.0,317.5,,,27.9792996,defense,defensive_back,CB,Kayvon Webster,0
920,2013,23.0,Miami (OH),1.905,104.7798375,4.81,,,,,,28.87272407,offense,backs_receivers,QB,Zac Dysert,0
921,2013,22.0,Wisconsin,1.778,97.06876718,4.66,81.28,15.0,299.72,6.88,4.4,30.70548776,offense,backs_receivers,RB,Montee Ball,0
922,2013,23.0,Virginia Tech,1.9304,138.7992652,4.95,77.47,32.0,246.38,7.71,4.56,37.24710723,offense,offensive_lineman,OT,Vinston Painter,0
923,2013,24.0,North Carolina,1.905,141.9744118,5.03,67.31,27.0,259.08,7.93,4.8,39.12191617,defense,defensive_lineman,DT,Sylvester Williams,1
924,2013,22.0,Georgia,1.8288,85.72895793,4.47,92.71,11.0,312.42,6.91,4.33,25.63274509,offense,backs_receivers,WR,Tavarres King,0
925,2013,23.0,Western Kentucky,1.9558,113.3980925,4.74,,,,,,29.64536936,defense,defensive_lineman,DE,Quanterus Smith,0
926,2013,22.0,Mississippi St.,1.8288,87.08973504,4.36,90.17,14.0,314.96,6.9,4.21,26.03961406,defense,defensive_back,CB,Darius Slay,0
927,2013,21.0,Notre Dame,1.778,91.17206637,4.68,81.28,,299.72,,,28.84020112,offense,backs_receivers,RB,Theo Riddick,0
928,2013,23.0,BYU,1.9558,122.9235323,4.56,87.63,21.0,299.72,7.11,4.26,32.13558038,defense,defensive_lineman,DE,Ziggy Ansah,1
929,2013,22.0,Virginia Tech,1.8796,92.53284348,4.43,80.01,12.0,304.8,,,26.19178127,offense,backs_receivers,WR,Corey Fuller,0
930,2013,23.0,South Carolina,2.0066,120.6555704,4.72,88.9,14.0,325.12,6.89,4.3,29.96579205,defense,defensive_lineman,DE,Devin Taylor,0
931,2013,21.0,Kentucky,1.905,150.5926668,5.58,57.15,28.0,243.84,7.78,5.1,41.49672897,offense,offensive_lineman,OG,Larry Warford,0
932,2013,23.0,Florida A&M,1.8796,108.8621688,4.68,81.28,21.0,314.96,7.4,4.55,30.81386032,defense,line_backer,ILB,Brandon Hepburn,0
933,2013,22.0,Cornell,1.9304,139.2528576,5.09,74.93,29.0,276.86,7.48,4.69,37.36882981,offense,offensive_lineman,OG,J.C. Tretter,0
934,2013,22.0,Alabama,1.8034,104.7798375,4.55,,,,,,32.21763001,offense,backs_receivers,RB,Eddie Lacy,0
935,2013,22.0,UCLA,1.9304,128.3666407,4.8,80.01,29.0,284.48,7.32,4.32,34.44748806,defense,defensive_lineman,DE,Datone Jones,1
936,2013,22.0,Iowa,1.8288,89.35769689,4.56,83.82,12.0,307.34,6.78,4.2,26.71772901,defense,defensive_back,CB,Micah Hyde,0
937,2013,23.0,UCLA,1.778,92.98643585,4.49,80.01,18.0,292.1,6.89,4.31,29.41413548,offense,backs_receivers,RB,Johnathan Franklin,0
938,2013,23.0,Mississippi St.,1.905,140.6136347,5.14,67.31,32.0,264.16,7.16,4.64,38.74694572,defense,defensive_lineman,DT,Josh Boyd,0
939,2013,22.0,South Florida,1.8542,111.583723,4.91,82.55,22.0,297.18,,,32.45545442,defense,line_backer,ILB,Sam Barrington,0
940,2013,21.0,Colorado,1.9304,135.6241186,5.18,64.77,28.0,256.54,7.7,4.74,36.39504922,offense,offensive_lineman,OT,David Bakhtiari,0
941,2013,22.0,Bowling Green,1.8796,136.9848957,5.33,,30.0,,7.34,4.44,38.77410757,defense,defensive_lineman,DT,Chris Jones,0
942,2013,22.0,LSU,1.905,118.8412009,4.81,87.63,,289.56,7.18,4.51,32.74741864,defense,defensive_lineman,DE,Sam Montgomery,0
943,2013,22.0,Jacksonville St.,1.778,87.54332741,4.59,83.82,14.0,297.18,,4.15,27.69233242,offense,backs_receivers,WR,Alan Bonner,0
944,2013,22.0,North Carolina,1.9812,144.2423737,5.27,,,,,,36.74821274,offense,offensive_lineman,OT,Brennan Williams,0
945,2013,22.0,San Jose St.,1.9558,136.9848957,5.08,74.93,25.0,284.48,7.49,4.45,35.81160618,offense,offensive_lineman,OT,David Quessenberry,0
946,2013,21.0,South Carolina,1.778,94.34721296,4.67,93.98,17.0,314.96,6.7,4.11,29.84458624,defense,defensive_back,FS,D.J. Swearinger,0
947,2013,20.0,Clemson,1.8542,97.06876718,4.57,91.44,15.0,292.1,,4.5,28.23360669,offense,backs_receivers,WR,DeAndre Hopkins,1
948,2013,22.0,Connecticut,1.8542,109.3157612,4.57,96.52,30.0,314.96,,,31.79579071,defense,line_backer,OLB,Trevardo Williams,0
949,2013,23.0,USC,1.905,136.9848957,5.29,,13.0,,,,37.74702454,offense,offensive_lineman,C,Khaled Holmes,0
950,2013,22.0,South Carolina,1.905,117.0268315,4.94,80.01,,294.64,7.12,4.45,32.24745805,offense,backs_receivers,TE,Justice Cunningham,0
951,2013,21.0,Illinois,1.905,145.1495584,5.11,,27.0,,7.45,4.63,39.9968472,offense,offensive_lineman,OG,Hugh Thornton,0
952,2013,21.0,Utah St.,1.7272,88.45051215,4.48,88.9,17.0,299.72,7.15,4.15,29.6493443,offense,backs_receivers,RB,Kerwynn Williams,0
953,2013,22.0,Florida St.,1.905,120.6555704,4.83,78.74,25.0,281.94,7.3,4.4,33.24737923,defense,defensive_lineman,DE,Bjoern Werner,1
954,2013,23.0,Oregon,1.778,92.53284348,4.64,,27.0,,,,29.27065189,defense,defensive_back,FS,John Boyett,0
955,2013,22.0,Tennessee-Martin,1.9304,149.2318897,5.23,67.31,22.0,264.16,7.85,4.7,40.0467264,defense,defensive_lineman,DT,Montori Hughes,0
956,2013,21.0,South Carolina,1.7018,78.47148001,4.58,81.28,7.0,297.18,6.81,4.37,27.09535248,offense,backs_receivers,WR,Ace Sanders,0
957,2013,22.0,Connecticut,1.8034,91.17206637,4.47,96.52,22.0,317.5,6.7,4.15,28.03352222,defense,defensive_back,CB,Dwayne Gratz,0
958,2013,21.0,Appalachian St.,1.8542,84.82177319,4.54,91.44,4.0,320.04,7.17,4.32,24.67142267,defense,defensive_back,CB,Demetrius McCray,0
959,2013,22.0,Florida International,1.8288,98.42954429,4.64,97.79,,,,,29.43018881,defense,defensive_back,SS,Jonathan Cyprien,0
960,2013,21.0,Florida,1.8542,93.89362059,4.58,87.63,,312.42,6.64,4.1,27.3100775,defense,defensive_back,FS,Josh Evans,0
961,2013,21.0,Texas A&M,1.9812,138.7992652,5.3,72.39,27.0,269.24,7.4,4.68,35.36148773,offense,offensive_lineman,OT,Luke Joeckel,1
962,2013,22.0,Michigan,1.778,90.26488163,4.43,92.71,,312.42,7.09,4.22,28.55323395,offense,backs_receivers,WR,Denard Robinson,0
963,2013,21.0,Arkansas,1.8034,102.965468,4.37,85.09,31.0,307.34,6.96,4.38,31.65974897,offense,backs_receivers,RB,Knile Davis,0
964,2013,23.0,Cincinnati,1.9558,115.6660544,4.63,,,,,,30.23827674,offense,backs_receivers,TE,Travis Kelce,0
965,2013,23.0,Kansas St.,1.905,113.8516849,4.81,,22.0,,,,31.37252702,offense,backs_receivers,FB,Braden Wilson,0
966,2013,22.0,Central Michigan,2.0066,138.7992652,5.05,72.39,27.0,294.64,7.59,4.44,34.47192619,offense,offensive_lineman,OT,Eric Fisher,1
967,2013,22.0,Georgia,1.8288,97.97595192,4.41,87.63,,297.18,7.1,4.3,29.29456582,defense,defensive_back,CB,Sanders Commings,0
968,2013,22.0,Alabama,1.8796,112.4909078,4.73,,,,,,31.840989,defense,line_backer,ILB,Nico Johnson,0
969,2013,20.0,California,1.8796,93.44002822,4.58,,,,,,26.44856344,offense,backs_receivers,WR,Keenan Allen,0
970,2013,22.0,Notre Dame,1.8542,109.3157612,4.82,83.82,,287.02,7.13,4.27,31.79579071,defense,line_backer,ILB,Manti Te'o,0
971,2013,24.0,Southern Utah,1.9304,103.8726527,4.97,73.66,,284.48,7.17,4.55,27.87446914,offense,backs_receivers,QB,Brad Sorensen,0
972,2013,21.0,Alabama,1.9558,153.7678134,5.31,,21.0,,,,40.19912085,offense,offensive_lineman,OT,D.J. Fluker,1
973,2013,21.0,Florida International,1.905,117.9340162,4.92,83.82,25.0,284.48,,,32.49743835,defense,defensive_lineman,DE,Tourek Williams,0
974,2013,22.0,California,1.7526,82.10021897,4.42,102.87,12.0,325.12,6.89,4.1,26.72875319,defense,defensive_back,CB,Steve Williams,0
975,2013,21.0,Vanderbilt,1.7272,97.97595192,4.55,83.82,27.0,309.88,6.7,4.17,32.84235061,offense,backs_receivers,RB,Zac Stacy,0
976,2013,21.0,Georgia,1.8796,109.7693535,4.7,85.09,20.0,309.88,7.16,4.39,31.07064249,defense,line_backer,OLB,Alec Ogletree,1
977,2013,22.0,Miami (FL),1.8034,87.54332741,4.4,85.09,14.0,302.26,6.71,4.18,26.91776014,defense,defensive_back,CB,Brandon McGee,0
978,2013,22.0,USC,1.8796,99.33672903,4.59,101.6,19.0,332.74,6.89,4.2,28.11764754,defense,defensive_back,FS,T.J. McDonald,0
979,2013,22.0,Alabama,1.9304,138.7992652,5.43,,,,,,37.24710723,offense,offensive_lineman,C,Barrett Jones,0
980,2013,22.0,West Virginia,1.778,87.54332741,4.52,87.63,11.0,297.18,6.81,4.09,27.69233242,offense,backs_receivers,WR,Stedman Bailey,0
981,2013,22.0,West Virginia,1.7272,78.92507238,4.34,81.28,14.0,304.8,,4.01,26.45633799,offense,backs_receivers,WR,Tavon Austin,1
982,2013,23.0,Tennessee,1.9558,138.7992652,5.08,,,,,,36.28593209,offense,offensive_lineman,OT,Dallas Thomas,0
983,2013,22.0,Florida,1.8034,94.34721296,4.55,77.47,15.0,302.26,7.12,4.4,29.00981404,offense,backs_receivers,RB,Mike Gillislee,0
984,2013,22.0,Boise St.,1.8034,87.08973504,4.39,88.9,22.0,322.58,6.82,4.06,26.77828988,defense,defensive_back,CB,Jamar Taylor,0
985,2013,22.0,Michigan St.,1.9558,118.8412009,4.75,88.9,22.0,284.48,7.36,4.52,31.06834709,offense,backs_receivers,TE,Dion Sims,0
986,2013,23.0,Oregon,1.9812,112.4909078,4.54,82.55,,309.88,7.02,4.35,28.65898352,defense,line_backer,OLB,Dion Jordan,1
987,2013,20.0,Florida,1.8288,110.2229459,4.65,,27.0,,,,32.95638655,defense,line_backer,ILB,Jelani Jenkins,0
988,2013,22.0,Utah St.,1.8034,84.36818082,4.51,90.17,16.0,322.58,6.52,4.02,25.94146832,defense,defensive_back,CB,Will Davis,0
989,2013,23.0,Florida,1.778,85.27536556,4.77,,,,,,26.97491448,special_teams,kicking_specialist,K,Caleb Sturgis,0
990,2013,22.0,North Carolina,1.9812,149.2318897,5.27,57.15,22.0,248.92,7.85,4.96,38.01937734,offense,offensive_lineman,OG,Travis Bond,0
991,2013,22.0,Penn St.,1.8542,110.2229459,4.78,,22.0,302.26,,,32.05965619,defense,line_backer,OLB,Gerald Hodges,0
992,2013,23.0,Penn St.,1.8796,110.2229459,4.83,,28.0,,,,31.19903357,defense,line_backer,OLB,Michael Mauti,0
993,2013,21.0,Tennessee,1.8796,97.97595192,4.42,93.98,,325.12,,,27.73247429,offense,backs_receivers,WR,Cordarrelle Patterson,1
